CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE
50010490,WENDY'S,MANHATTAN,85,NASSAU ST,10038,2126193322,American ,01/12/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,01/12/2015,02/21/2016,Cycle Inspection / Initial Inspection
50010490,WENDY'S,MANHATTAN,85,NASSAU ST,10038,2126193322,American ,01/12/2015,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12,A,01/12/2015,02/21/2016,Cycle Inspection / Initial Inspection
50010490,WENDY'S,MANHATTAN,85,NASSAU ST,10038,2126193322,American ,01/12/2015,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,12,A,01/12/2015,02/21/2016,Cycle Inspection / Initial Inspection
50012356,TEXAS CHICKEN & BURGERS,MANHATTAN,151,E 103RD ST,10029,9173304730,Chicken,01/12/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10,A,01/12/2015,02/21/2016,Cycle Inspection / Initial Inspection
50012356,TEXAS CHICKEN & BURGERS,MANHATTAN,151,E 103RD ST,10029,9173304730,Chicken,01/12/2015,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,10,A,01/12/2015,02/21/2016,Cycle Inspection / Initial Inspection
50012356,TEXAS CHICKEN & BURGERS,MANHATTAN,151,E 103RD ST,10029,9173304730,Chicken,01/12/2015,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,10,A,01/12/2015,02/21/2016,Cycle Inspection / Initial Inspection
50005831,CREATIVE JUICE,MANHATTAN,1,PARK AVE,10016,6465176500,"Juice, Smoothies, Fruit Salads",01/12/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,A,01/12/2015,02/21/2016,Cycle Inspection / Initial Inspection
50005831,CREATIVE JUICE,MANHATTAN,1,PARK AVE,10016,6465176500,"Juice, Smoothies, Fruit Salads",01/12/2015,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,7,A,01/12/2015,02/21/2016,Cycle Inspection / Initial Inspection
50001837,THE PENINSULA NEW YORK/ CLEMENT/ THE GOTHAM LOUNGE/ SALON DE NING,MANHATTAN,700,FIFTH AVE,10019,2129562888,American ,01/12/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10,A,01/12/2015,02/21/2016,Cycle Inspection / Initial Inspection
50001837,THE PENINSULA NEW YORK/ CLEMENT/ THE GOTHAM LOUNGE/ SALON DE NING,MANHATTAN,700,FIFTH AVE,10019,2129562888,American ,01/12/2015,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2 hours, and from 70º F to 41º F or less within 4 additional hours.",Critical,10,A,01/12/2015,02/21/2016,Cycle Inspection / Initial Inspection
50002574,CIBO E VINO,MANHATTAN,2418      ,BROADWAY                                          ,10024,2123620096,Italian,01/12/2015,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,10,A,01/12/2015,02/21/2016,Cycle Inspection / Initial Inspection
50002574,CIBO E VINO,MANHATTAN,2418      ,BROADWAY                                          ,10024,2123620096,Italian,01/12/2015,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,10,A,01/12/2015,02/21/2016,Cycle Inspection / Initial Inspection
41677130,SAIGUETTE,MANHATTAN,935,COLUMBUS AVENUE,10025,2128666888,Vietnamese/Cambodian/Malaysia,01/12/2015,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,12,A,01/12/2015,02/21/2016,Cycle Inspection / Initial Inspection
41677130,SAIGUETTE,MANHATTAN,935,COLUMBUS AVENUE,10025,2128666888,Vietnamese/Cambodian/Malaysia,01/12/2015,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2 hours, and from 70º F to 41º F or less within 4 additional hours.",Critical,12,A,01/12/2015,02/21/2016,Cycle Inspection / Initial Inspection
50008635,MANGANARO'S HERO BOY,MANHATTAN,494,9TH AVE,10018,2129477325,American ,01/12/2015,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,35,,,02/21/2016,Cycle Inspection / Initial Inspection
50008635,MANGANARO'S HERO BOY,MANHATTAN,494,9TH AVE,10018,2129477325,American ,01/12/2015,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,35,,,02/21/2016,Cycle Inspection / Initial Inspection
50008635,MANGANARO'S HERO BOY,MANHATTAN,494,9TH AVE,10018,2129477325,American ,01/12/2015,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,35,,,02/21/2016,Cycle Inspection / Initial Inspection
50008569,ELIXIR,MANHATTAN,212,N END AVE,10282,2122982900,"Juice, Smoothies, Fruit Salads",01/12/2015,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,7,A,01/12/2015,02/21/2016,Cycle Inspection / Re-inspection
50008569,ELIXIR,MANHATTAN,212,N END AVE,10282,2122982900,"Juice, Smoothies, Fruit Salads",01/12/2015,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,7,A,01/12/2015,02/21/2016,Cycle Inspection / Re-inspection
50008569,ELIXIR,MANHATTAN,212,N END AVE,10282,2122982900,"Juice, Smoothies, Fruit Salads",01/12/2015,No violations were recorded at the time of this inspection.,20A,Food allergy information poster not conspicuously posted where food is being prepared or processed by food workers.,Not Critical,,,,02/21/2016,Administrative Miscellaneous / Re-inspection
50008356,NEW HAPPY WOK,MANHATTAN,158,DELANCEY ST,10002,2123889800,Chinese,01/12/2015,Violations were cited in the following area(s).,09B,Thawing procedures improper.,Not Critical,11,A,01/12/2015,02/21/2016,Cycle Inspection / Initial Inspection
50008356,NEW HAPPY WOK,MANHATTAN,158,DELANCEY ST,10002,2123889800,Chinese,01/12/2015,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,11,A,01/12/2015,02/21/2016,Cycle Inspection / Initial Inspection
50008356,NEW HAPPY WOK,MANHATTAN,158,DELANCEY ST,10002,2123889800,Chinese,01/12/2015,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,11,A,01/12/2015,02/21/2016,Cycle Inspection / Initial Inspection
50008281,ARCADE BAKERY,MANHATTAN,220,CHURCH ST,10013,3472765061,Bakery,01/12/2015,Violations were cited in the following area(s).,15L,"Smoke free workplace smoking policy inadequate, not posted, not provided to employees.",Not Critical,,,,02/21/2016,Smoke-Free Air Act / Re-inspection
50008281,ARCADE BAKERY,MANHATTAN,220,CHURCH ST,10013,3472765061,Bakery,01/12/2015,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,7,A,01/12/2015,02/21/2016,Cycle Inspection / Re-inspection
50008533,BUTTER BEANS (UNICEF),MANHATTAN,322,E 44TH ST,10017,7182084050,American ,01/12/2015,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,11,A,01/12/2015,02/21/2016,Cycle Inspection / Re-inspection
50008533,BUTTER BEANS (UNICEF),MANHATTAN,322,E 44TH ST,10017,7182084050,American ,01/12/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11,A,01/12/2015,02/21/2016,Cycle Inspection / Re-inspection
50008533,BUTTER BEANS (UNICEF),MANHATTAN,322,E 44TH ST,10017,7182084050,American ,01/12/2015,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,11,A,01/12/2015,02/21/2016,Cycle Inspection / Re-inspection
50008533,BUTTER BEANS (UNICEF),MANHATTAN,322,E 44TH ST,10017,7182084050,American ,01/12/2015,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,11,A,01/12/2015,02/21/2016,Cycle Inspection / Re-inspection
41298811,LE PAIN QUOTIDIEN,MANHATTAN,70,WEST   40 STREET,10018,2123545224,Sandwiches/Salads/Mixed Buffet,01/12/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,A,01/12/2015,02/21/2016,Cycle Inspection / Initial Inspection
41298811,LE PAIN QUOTIDIEN,MANHATTAN,70,WEST   40 STREET,10018,2123545224,Sandwiches/Salads/Mixed Buffet,01/12/2015,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,7,A,01/12/2015,02/21/2016,Cycle Inspection / Initial Inspection
41298811,LE PAIN QUOTIDIEN,MANHATTAN,70,WEST   40 STREET,10018,2123545224,Sandwiches/Salads/Mixed Buffet,01/12/2015,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,7,A,01/12/2015,02/21/2016,Cycle Inspection / Initial Inspection
41347045,HIBERNIA,MANHATTAN,401,WEST   50 STREET,10019,2129699703,Irish,01/12/2015,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,40,,,02/21/2016,Cycle Inspection / Re-inspection
41347045,HIBERNIA,MANHATTAN,401,WEST   50 STREET,10019,2129699703,Irish,01/12/2015,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,40,,,02/21/2016,Cycle Inspection / Re-inspection
41347045,HIBERNIA,MANHATTAN,401,WEST   50 STREET,10019,2129699703,Irish,01/12/2015,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,40,,,02/21/2016,Cycle Inspection / Re-inspection
41372356,HILTON NEW YORK MAIN KITCHEN,MANHATTAN,1335,AVENUE OF THE AMERICAS,10019,2125867000,American ,01/12/2015,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,11,A,01/12/2015,02/21/2016,Cycle Inspection / Re-inspection
41372356,HILTON NEW YORK MAIN KITCHEN,MANHATTAN,1335,AVENUE OF THE AMERICAS,10019,2125867000,American ,01/12/2015,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,11,A,01/12/2015,02/21/2016,Cycle Inspection / Re-inspection
41372356,HILTON NEW YORK MAIN KITCHEN,MANHATTAN,1335,AVENUE OF THE AMERICAS,10019,2125867000,American ,01/12/2015,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,11,A,01/12/2015,02/21/2016,Cycle Inspection / Re-inspection
41341123,VILLA FRESH ITALIAN KITCHEN,MANHATTAN,625,8 AVENUE,10018,2129719242,Pizza/Italian,01/12/2015,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,12,A,01/12/2015,02/21/2016,Cycle Inspection / Re-inspection
41341123,VILLA FRESH ITALIAN KITCHEN,MANHATTAN,625,8 AVENUE,10018,2129719242,Pizza/Italian,01/12/2015,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,12,A,01/12/2015,02/21/2016,Cycle Inspection / Re-inspection
41314940,LE PAIN QUOTIDIEN,MANHATTAN,2463,BROADWAY,10025,2127698879,Sandwiches,01/12/2015,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,7,A,01/12/2015,02/21/2016,Cycle Inspection / Initial Inspection
41322047,Y & Y GLATT KOSHER CATERING,MANHATTAN,4464,BROADWAY,10040,2123044852,Jewish/Kosher,01/12/2015,Establishment re-opened by DOHMH,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2,,,02/21/2016,Cycle Inspection / Reopening Inspection
41259512,PUBLIC HOUSE,MANHATTAN,622,3 AVENUE,10017,2126823___,American ,01/12/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,A,01/12/2015,02/21/2016,Cycle Inspection / Re-inspection
41259512,PUBLIC HOUSE,MANHATTAN,622,3 AVENUE,10017,2126823___,American ,01/12/2015,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,7,A,01/12/2015,02/21/2016,Cycle Inspection / Re-inspection
41292528,A TASTE OF SEA FOOD,MANHATTAN,59        ,EAST  125 STREET                                  ,10035,2128315584,Seafood,01/12/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,43,,,02/21/2016,Cycle Inspection / Initial Inspection
41292528,A TASTE OF SEA FOOD,MANHATTAN,59        ,EAST  125 STREET                                  ,10035,2128315584,Seafood,01/12/2015,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,43,,,02/21/2016,Cycle Inspection / Initial Inspection
41292528,A TASTE OF SEA FOOD,MANHATTAN,59        ,EAST  125 STREET                                  ,10035,2128315584,Seafood,01/12/2015,Violations were cited in the following area(s).,09A,Canned food product observed dented and not segregated from other consumable food items.,Not Critical,43,,,02/21/2016,Cycle Inspection / Initial Inspection
41292528,A TASTE OF SEA FOOD,MANHATTAN,59        ,EAST  125 STREET                                  ,10035,2128315584,Seafood,01/12/2015,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,43,,,02/21/2016,Cycle Inspection / Initial Inspection
41292528,A TASTE OF SEA FOOD,MANHATTAN,59        ,EAST  125 STREET                                  ,10035,2128315584,Seafood,01/12/2015,Violations were cited in the following area(s).,04O,Live animals other than fish in tank or service animal present in facility's food and/or non-food areas.,Critical,43,,,02/21/2016,Cycle Inspection / Initial Inspection
41292528,A TASTE OF SEA FOOD,MANHATTAN,59        ,EAST  125 STREET                                  ,10035,2128315584,Seafood,01/12/2015,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,43,,,02/21/2016,Cycle Inspection / Initial Inspection
41292528,A TASTE OF SEA FOOD,MANHATTAN,59        ,EAST  125 STREET                                  ,10035,2128315584,Seafood,01/12/2015,Violations were cited in the following area(s).,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,Critical,43,,,02/21/2016,Cycle Inspection / Initial Inspection
41292528,A TASTE OF SEA FOOD,MANHATTAN,59        ,EAST  125 STREET                                  ,10035,2128315584,Seafood,01/12/2015,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,43,,,02/21/2016,Cycle Inspection / Initial Inspection
41292528,A TASTE OF SEA FOOD,MANHATTAN,59        ,EAST  125 STREET                                  ,10035,2128315584,Seafood,01/12/2015,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,43,,,02/21/2016,Cycle Inspection / Initial Inspection
41292258,ABITINO'S PIZZA,MANHATTAN,936       ,2 AVENUE                                          ,10022,2123081234,Pizza,01/12/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8,A,01/12/2015,02/21/2016,Cycle Inspection / Re-inspection
41292258,ABITINO'S PIZZA,MANHATTAN,936       ,2 AVENUE                                          ,10022,2123081234,Pizza,01/12/2015,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,8,A,01/12/2015,02/21/2016,Cycle Inspection / Re-inspection
41260744,GO GO CURRY USA,MANHATTAN,273,WEST 38 STREET,10018,2127305555,Japanese,01/12/2015,Violations were cited in the following area(s).,22C,"Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.",Not Critical,,,,02/21/2016,Administrative Miscellaneous / Initial Inspection
41260744,GO GO CURRY USA,MANHATTAN,273,WEST 38 STREET,10018,2127305555,Japanese,01/12/2015,Violations were cited in the following area(s).,22A,"Nuisance created or allowed to exist. Facility not free from unsafe, hazardous, offensive or annoying conditions.",Not Critical,,,,02/21/2016,Administrative Miscellaneous / Initial Inspection
41260744,GO GO CURRY USA,MANHATTAN,273,WEST 38 STREET,10018,2127305555,Japanese,01/12/2015,Violations were cited in the following area(s).,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.,Not Critical,40,,,02/21/2016,Cycle Inspection / Initial Inspection
41260744,GO GO CURRY USA,MANHATTAN,273,WEST 38 STREET,10018,2127305555,Japanese,01/12/2015,Violations were cited in the following area(s).,06G,HACCP plan not approved or approved HACCP plan not maintained on premises.,Critical,40,,,02/21/2016,Cycle Inspection / Initial Inspection
41260744,GO GO CURRY USA,MANHATTAN,273,WEST 38 STREET,10018,2127305555,Japanese,01/12/2015,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,40,,,02/21/2016,Cycle Inspection / Initial Inspection
41237579,CILANTRO,MANHATTAN,485,COLUMBUS AVENUE,10024,2127129090,Mexican,01/12/2015,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2 hours, and from 70º F to 41º F or less within 4 additional hours.",Critical,7,A,01/12/2015,02/21/2016,Cycle Inspection / Initial Inspection
41159246,DUBLIN HOUSE,MANHATTAN,225,WEST   79 STREET,10024,2128749528,Irish,01/12/2015,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,6,A,01/12/2015,02/21/2016,Cycle Inspection / Initial Inspection
41159246,DUBLIN HOUSE,MANHATTAN,225,WEST   79 STREET,10024,2128749528,Irish,01/12/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,6,A,01/12/2015,02/21/2016,Cycle Inspection / Initial Inspection
41159246,DUBLIN HOUSE,MANHATTAN,225,WEST   79 STREET,10024,2128749528,Irish,01/12/2015,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,6,A,01/12/2015,02/21/2016,Cycle Inspection / Initial Inspection
41187502,SCARPETTA,MANHATTAN,355,WEST 14 STREET,10014,2126910555,Italian,01/12/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11,A,01/12/2015,02/21/2016,Cycle Inspection / Re-inspection
41187502,SCARPETTA,MANHATTAN,355,WEST 14 STREET,10014,2126910555,Italian,01/12/2015,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,11,A,01/12/2015,02/21/2016,Cycle Inspection / Re-inspection
41239252,BODRUM,MANHATTAN,584       ,AMSTERDAM AVENUE                                  ,10024,2127992806,Mediterranean,01/12/2015,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,5,A,01/12/2015,02/21/2016,Cycle Inspection / Re-inspection
41239252,BODRUM,MANHATTAN,584       ,AMSTERDAM AVENUE                                  ,10024,2127992806,Mediterranean,01/12/2015,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,5,A,01/12/2015,02/21/2016,Cycle Inspection / Re-inspection
41156729,ALICES TEA CUP CHAPTER 2,MANHATTAN,156,EAST   64 STREET,10065,2124869200,American ,01/12/2015,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,13,A,01/12/2015,02/21/2016,Cycle Inspection / Initial Inspection
41156729,ALICES TEA CUP CHAPTER 2,MANHATTAN,156,EAST   64 STREET,10065,2124869200,American ,01/12/2015,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,13,A,01/12/2015,02/21/2016,Cycle Inspection / Initial Inspection
41124515,GIARDINO D'ORO,MANHATTAN,5,GOLD STREET,10038,2125146400,Italian,01/12/2015,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,2,A,01/12/2015,02/21/2016,Cycle Inspection / Re-inspection
41117050,28 NOODLES,MANHATTAN,417,3 AVENUE,10016,2126792888,Chinese,01/12/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,01/12/2015,02/21/2016,Cycle Inspection / Re-inspection
41117050,28 NOODLES,MANHATTAN,417,3 AVENUE,10016,2126792888,Chinese,01/12/2015,Violations were cited in the following area(s).,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.,Not Critical,12,A,01/12/2015,02/21/2016,Cycle Inspection / Re-inspection
41117050,28 NOODLES,MANHATTAN,417,3 AVENUE,10016,2126792888,Chinese,01/12/2015,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,12,A,01/12/2015,02/21/2016,Cycle Inspection / Re-inspection
41156699,WOOLWORTH TOWER KITCHEN,MANHATTAN,233,BROADWAY,10002,2125712930,American ,01/12/2015,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,10,A,01/12/2015,02/21/2016,Cycle Inspection / Re-inspection
41156699,WOOLWORTH TOWER KITCHEN,MANHATTAN,233,BROADWAY,10002,2125712930,American ,01/12/2015,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,10,A,01/12/2015,02/21/2016,Cycle Inspection / Re-inspection
50018098,EDEN WOK,MANHATTAN,43,E 34TH ST,10016,2127258100,Chinese,01/12/2015,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,12,,,02/21/2016,Pre-permit (Operational) / Initial Inspection
50005586,EFFYS CAFE,MANHATTAN,104,W 96TH ST,10025,2122806200,Mediterranean,01/12/2015,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,2,A,01/12/2015,02/21/2016,Cycle Inspection / Initial Inspection
50005932,TAQUERIA TEHUITZINGO,MANHATTAN,578,9TH AVE,10036,6467073916,Mexican,01/12/2015,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,21,,,02/21/2016,Cycle Inspection / Initial Inspection
50005932,TAQUERIA TEHUITZINGO,MANHATTAN,578,9TH AVE,10036,6467073916,Mexican,01/12/2015,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,21,,,02/21/2016,Cycle Inspection / Initial Inspection
50005932,TAQUERIA TEHUITZINGO,MANHATTAN,578,9TH AVE,10036,6467073916,Mexican,01/12/2015,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,21,,,02/21/2016,Cycle Inspection / Initial Inspection
50005932,TAQUERIA TEHUITZINGO,MANHATTAN,578,9TH AVE,10036,6467073916,Mexican,01/12/2015,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,21,,,02/21/2016,Cycle Inspection / Initial Inspection
50005932,TAQUERIA TEHUITZINGO,MANHATTAN,578,9TH AVE,10036,6467073916,Mexican,01/12/2015,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2 hours, and from 70º F to 41º F or less within 4 additional hours.",Critical,21,,,02/21/2016,Cycle Inspection / Initial Inspection
